Country,State,State ID,Country ID,Network Speed
Australia,New South Wales,1346,130,777
Australia,Victoria,1721,130,564
Australia,Queensland,1586,130,355
Australia,Western Australia,1409,130,84
Australia,South Australia,1700,130,121
Australia,Tasmania,1881,130,238
India,Kerala,1846,147,539
India,Bangalore,1372,147,525
India,Delhi,1829,147,459
India,Hyderabad,1161,147,438
India,Punjab,1149,147,803
India,Pune,1937,147,472
China,Hainan,1692,165,128
China,Gansu,1121,165,994
China,Shichugan,1220,165,467
China,Fujian,1046,165,382
China,Liaonin,1537,165,340
China,Chethua,1661,165,724
USA,California,1936,128,110
USA,Texas,1052,128,839
USA,Florida,1183,128,473
USA,Alaska,1370,128,24
USA,Hawaii,1745,128,255
USA,Virginia,1610,128,69
Canada,Alberta,1108,148,64
Canada,British Columbia,1690,148,41
Canada,New Brunswick,1996,148,661
Canada,Ontario,1752,148,153
Canada,Nova Scotia,1778,148,855
Japan,Hokkaido,1246,165,923
Japan,Tohoku,1252,165,990
Japan,Kanto,1478,165,48
Japan,Chubu,1731,165,382
Japan,Kinki,1564,165,970
Japan,Chugoku,1463,165,512
Australia,New South Wales,1346,130,377
Australia,Victoria,1721,130,142
Australia,Queensland,1586,130,496
Australia,Western Australia,1409,130,586
Australia,South Australia,1700,130,670
Australia,Tasmania,1881,130,253
India,Kerala,1846,147,578
India,Bangalore,1372,147,558
India,Delhi,1829,147,972
India,Hyderabad,1161,147,109
India,Punjab,1149,147,570
India,Pune,1937,147,553
China,Hainan,1692,165,945
China,Gansu,1121,165,807
China,Shichugan,1220,165,322
China,Fujian,1046,165,937
China,Liaonin,1537,165,663
China,Chethua,1661,165,445
USA,California,1936,128,112
USA,Texas,1052,128,815
USA,Florida,1183,128,473
USA,Alaska,1370,128,762
USA,Hawaii,1745,128,729
USA,Virginia,1610,128,404
Canada,Alberta,1108,148,262
Canada,British Columbia,1690,148,838
Canada,New Brunswick,1996,148,327
Canada,Ontario,1752,148,572
Canada,Nova Scotia,1778,148,633
Japan,Hokkaido,1246,165,259
Japan,Tohoku,1252,165,775
Japan,Kanto,1478,165,80
Japan,Chubu,1731,165,340
Japan,Kinki,1564,165,349
Japan,Chugoku,1463,165,302
India,Kerala,1846,147,701
India,Bangalore,1372,147,344
India,Delhi,1829,147,9
India,Hyderabad,1161,147,955
India,Punjab,1149,147,3
India,Pune,1937,147,727
China,Hainan,1692,165,700
China,Gansu,1121,165,901
China,Shichugan,1220,165,288
China,Fujian,1046,165,30
China,Liaonin,1537,165,964
China,Chethua,1661,165,253
USA,California,1936,128,744
USA,Texas,1052,128,673
USA,Florida,1183,128,622
USA,Alaska,1370,128,538
USA,Hawaii,1745,128,506
USA,Virginia,1610,128,701
Canada,Alberta,1108,148,676
Canada,British Columbia,1690,148,694
Canada,New Brunswick,1996,148,288
Canada,Ontario,1752,148,79
Canada,Nova Scotia,1778,148,214
Japan,Hokkaido,1246,165,61
Japan,Tohoku,1252,165,165
Japan,Kanto,1478,165,135
Japan,Chubu,1731,165,658
Japan,Kinki,1564,165,462
Japan,Chugoku,1463,165,685
Australia,New South Wales,1346,130,412
Australia,Victoria,1721,130,51
Australia,Queensland,1586,130,309
Australia,Western Australia,1409,130,481
Australia,South Australia,1700,130,140
Australia,Tasmania,1881,130,191
Japan,Hokkaido,1246,165,603
Japan,Tohoku,1252,165,232
Japan,Kanto,1478,165,961
Japan,Chubu,1731,165,144
Japan,Kinki,1564,165,988
Japan,Chugoku,1463,165,597
Australia,New South Wales,1346,130,317
Australia,Victoria,1721,130,92
Australia,Queensland,1586,130,56
Australia,Western Australia,1409,130,740
Australia,South Australia,1700,130,687
Australia,Tasmania,1881,130,211
India,Kerala,1846,147,559
India,Bangalore,1372,147,672
India,Delhi,1829,147,55
India,Hyderabad,1161,147,891
India,Punjab,1149,147,272
India,Pune,1937,147,411
China,Hainan,1692,165,572
China,Gansu,1121,165,251
China,Shichugan,1220,165,365
China,Fujian,1046,165,881
China,Liaonin,1537,165,922
China,Chethua,1661,165,517
USA,California,1936,128,726
USA,Texas,1052,128,73
USA,Florida,1183,128,878
USA,Alaska,1370,128,161
USA,Hawaii,1745,128,948
USA,Virginia,1610,128,418
Canada,Alberta,1108,148,720
Canada,British Columbia,1690,148,68
Canada,New Brunswick,1996,148,143
Canada,Ontario,1752,148,344
Canada,Nova Scotia,1778,148,805
India,Kerala,1846,147,841
India,Bangalore,1372,147,54
India,Delhi,1829,147,362
India,Hyderabad,1161,147,558
India,Punjab,1149,147,525
India,Pune,1937,147,396
China,Hainan,1692,165,849
China,Gansu,1121,165,344
China,Shichugan,1220,165,5
China,Fujian,1046,165,381
China,Liaonin,1537,165,395
China,Chethua,1661,165,920
USA,California,1936,128,949
USA,Texas,1052,128,855
USA,Florida,1183,128,730
USA,Alaska,1370,128,697
USA,Hawaii,1745,128,542
USA,Virginia,1610,128,946
Canada,Alberta,1108,148,400
Canada,British Columbia,1690,148,713
Canada,New Brunswick,1996,148,758
Canada,Ontario,1752,148,62
Canada,Nova Scotia,1778,148,586
Japan,Hokkaido,1246,165,307
Japan,Tohoku,1252,165,555
Japan,Kanto,1478,165,769
Japan,Chubu,1731,165,184
Japan,Kinki,1564,165,465
Japan,Chugoku,1463,165,839
Australia,New South Wales,1346,130,315
Australia,Victoria,1721,130,650
Australia,Queensland,1586,130,457
Australia,Western Australia,1409,130,974
Australia,South Australia,1700,130,871
Australia,Tasmania,1881,130,718
India,Kerala,1846,147,4
India,Bangalore,1372,147,388
India,Delhi,1829,147,308
India,Hyderabad,1161,147,942
India,Punjab,1149,147,860
India,Pune,1937,147,8
China,Hainan,1692,165,116
China,Gansu,1121,165,951
China,Shichugan,1220,165,441
China,Fujian,1046,165,959
China,Liaonin,1537,165,500
China,Chethua,1661,165,840
USA,California,1936,128,964
USA,Texas,1052,128,378
USA,Florida,1183,128,493
USA,Alaska,1370,128,573
USA,Hawaii,1745,128,678
USA,Virginia,1610,128,329
Canada,Alberta,1108,148,191
Canada,British Columbia,1690,148,620
Canada,New Brunswick,1996,148,107
Canada,Ontario,1752,148,383
Canada,Nova Scotia,1778,148,659
Japan,Hokkaido,1246,165,911
Japan,Tohoku,1252,165,375
Japan,Kanto,1478,165,48
Japan,Chubu,1731,165,111
Japan,Kinki,1564,165,350
Japan,Chugoku,1463,165,704
Australia,New South Wales,1346,130,319
Australia,Victoria,1721,130,890
Australia,Queensland,1586,130,588
Australia,Western Australia,1409,130,105
Australia,South Australia,1700,130,899
Australia,Tasmania,1881,130,879
India,Kerala,1846,147,493
India,Bangalore,1372,147,825
India,Delhi,1829,147,39
India,Hyderabad,1161,147,748
India,Punjab,1149,147,478
India,Pune,1937,147,374
China,Hainan,1692,165,967
China,Gansu,1121,165,525
China,Shichugan,1220,165,569
China,Fujian,1046,165,445
China,Liaonin,1537,165,911
China,Chethua,1661,165,837
USA,California,1936,128,299
USA,Texas,1052,128,883
USA,Florida,1183,128,848
USA,Alaska,1370,128,129
USA,Hawaii,1745,128,499
USA,Virginia,1610,128,515
Canada,Alberta,1108,148,227
Canada,British Columbia,1690,148,238
Canada,New Brunswick,1996,148,362
Canada,Ontario,1752,148,99
Canada,Nova Scotia,1778,148,559
Japan,Hokkaido,1246,165,128
Japan,Tohoku,1252,165,40
Japan,Kanto,1478,165,72
Japan,Chubu,1731,165,496
Japan,Kinki,1564,165,636
Japan,Chugoku,1463,165,273
Australia,New South Wales,1346,130,704
Australia,Victoria,1721,130,359
Australia,Queensland,1586,130,320
Australia,Western Australia,1409,130,301
Australia,South Australia,1700,130,713
Australia,Tasmania,1881,130,741
Australia,New South Wales,1346,130,798
Australia,Victoria,1721,130,169
Australia,Queensland,1586,130,587
Australia,Western Australia,1409,130,989
Australia,South Australia,1700,130,288
Australia,Tasmania,1881,130,78
India,Kerala,1846,147,579
India,Bangalore,1372,147,225
India,Delhi,1829,147,93
India,Hyderabad,1161,147,271
India,Punjab,1149,147,594
India,Pune,1937,147,184
China,Hainan,1692,165,398
China,Gansu,1121,165,249
China,Shichugan,1220,165,418
China,Fujian,1046,165,113
China,Liaonin,1537,165,720
China,Chethua,1661,165,986
USA,California,1936,128,69
USA,Texas,1052,128,510
USA,Florida,1183,128,872
USA,Alaska,1370,128,472
USA,Hawaii,1745,128,663
USA,Virginia,1610,128,608
Canada,Alberta,1108,148,653
Canada,British Columbia,1690,148,746
Canada,New Brunswick,1996,148,119
Canada,Ontario,1752,148,252
Canada,Nova Scotia,1778,148,14
Japan,Hokkaido,1246,165,789
Japan,Tohoku,1252,165,164
Japan,Kanto,1478,165,624
Japan,Chubu,1731,165,360
Japan,Kinki,1564,165,567
Japan,Chugoku,1463,165,641
India,Kerala,1846,147,8
India,Bangalore,1372,147,901
India,Delhi,1829,147,483
India,Hyderabad,1161,147,191
India,Punjab,1149,147,332
India,Pune,1937,147,517
China,Hainan,1692,165,952
China,Gansu,1121,165,399
China,Shichugan,1220,165,811
China,Fujian,1046,165,587
China,Liaonin,1537,165,137
China,Chethua,1661,165,595
USA,California,1936,128,883
USA,Texas,1052,128,573
USA,Florida,1183,128,571
USA,Alaska,1370,128,175
USA,Hawaii,1745,128,509
USA,Virginia,1610,128,505
Canada,Alberta,1108,148,706
Canada,British Columbia,1690,148,447
Canada,New Brunswick,1996,148,993
Canada,Ontario,1752,148,399
Canada,Nova Scotia,1778,148,543
Japan,Hokkaido,1246,165,343
Japan,Tohoku,1252,165,894
Japan,Kanto,1478,165,305
Japan,Chubu,1731,165,947
Japan,Kinki,1564,165,746
Japan,Chugoku,1463,165,437
Australia,New South Wales,1346,130,921
Australia,Victoria,1721,130,30
Australia,Queensland,1586,130,243
Australia,Western Australia,1409,130,579
Australia,South Australia,1700,130,225
Australia,Tasmania,1881,130,60
Canada,Alberta,1108,148,632
Canada,British Columbia,1690,148,349
Canada,New Brunswick,1996,148,374
Canada,Ontario,1752,148,668
Canada,Nova Scotia,1778,148,477
Japan,Hokkaido,1246,165,169
Japan,Tohoku,1252,165,796
Japan,Kanto,1478,165,419
Japan,Chubu,1731,165,310
Japan,Kinki,1564,165,47
Japan,Chugoku,1463,165,32
Australia,New South Wales,1346,130,883
Australia,Victoria,1721,130,788
Australia,Queensland,1586,130,553
Australia,Western Australia,1409,130,238
Australia,South Australia,1700,130,386
Australia,Tasmania,1881,130,639
India,Kerala,1846,147,722
India,Bangalore,1372,147,405
India,Delhi,1829,147,414
India,Hyderabad,1161,147,321
India,Punjab,1149,147,224
India,Pune,1937,147,441
China,Hainan,1692,165,297
China,Gansu,1121,165,434
China,Shichugan,1220,165,100
China,Fujian,1046,165,800
China,Liaonin,1537,165,909
China,Chethua,1661,165,837
USA,California,1936,128,655
USA,Texas,1052,128,856
USA,Florida,1183,128,973
USA,Alaska,1370,128,490
USA,Hawaii,1745,128,716
USA,Virginia,1610,128,456
Australia,New South Wales,1346,130,704
Australia,Victoria,1721,130,522
Australia,Queensland,1586,130,633
Australia,Western Australia,1409,130,666
Australia,South Australia,1700,130,530
Australia,Tasmania,1881,130,43
India,Kerala,1846,147,403
India,Bangalore,1372,147,621
India,Delhi,1829,147,655
India,Hyderabad,1161,147,237
India,Punjab,1149,147,105
India,Pune,1937,147,79
China,Hainan,1692,165,658
China,Gansu,1121,165,828
China,Shichugan,1220,165,247
China,Fujian,1046,165,898
China,Liaonin,1537,165,142
China,Chethua,1661,165,787
USA,California,1936,128,351
USA,Texas,1052,128,884
USA,Florida,1183,128,551
USA,Alaska,1370,128,163
USA,Hawaii,1745,128,680
USA,Virginia,1610,128,274
Canada,Alberta,1108,148,64
Canada,British Columbia,1690,148,773
Canada,New Brunswick,1996,148,85
Canada,Ontario,1752,148,939
Canada,Nova Scotia,1778,148,782
Japan,Hokkaido,1246,165,792
Japan,Tohoku,1252,165,480
Japan,Kanto,1478,165,53
Japan,Chubu,1731,165,677
Japan,Kinki,1564,165,164
Japan,Chugoku,1463,165,11
Australia,New South Wales,1346,130,742
Australia,Victoria,1721,130,395
Australia,Queensland,1586,130,352
Australia,Western Australia,1409,130,184
Australia,South Australia,1700,130,288
Australia,Tasmania,1881,130,570
India,Kerala,1846,147,433
India,Bangalore,1372,147,535
India,Delhi,1829,147,212
India,Hyderabad,1161,147,82
India,Punjab,1149,147,479
India,Pune,1937,147,461
China,Hainan,1692,165,205
China,Gansu,1121,165,547
China,Shichugan,1220,165,739
China,Fujian,1046,165,517
China,Liaonin,1537,165,612
China,Chethua,1661,165,936
USA,California,1936,128,55
USA,Texas,1052,128,600
USA,Florida,1183,128,96
USA,Alaska,1370,128,911
USA,Hawaii,1745,128,607
USA,Virginia,1610,128,314
Canada,Alberta,1108,148,855
Canada,British Columbia,1690,148,558
Canada,New Brunswick,1996,148,611
Canada,Ontario,1752,148,490
Canada,Nova Scotia,1778,148,956
Japan,Hokkaido,1246,165,811
Japan,Tohoku,1252,165,460
Japan,Kanto,1478,165,196
Japan,Chubu,1731,165,851
Japan,Kinki,1564,165,219
Japan,Chugoku,1463,165,423
India,Kerala,1846,147,498
India,Bangalore,1372,147,538
India,Delhi,1829,147,728
India,Hyderabad,1161,147,421
India,Punjab,1149,147,505
India,Pune,1937,147,649
China,Hainan,1692,165,544
China,Gansu,1121,165,998
China,Shichugan,1220,165,316
China,Fujian,1046,165,83
China,Liaonin,1537,165,860
China,Chethua,1661,165,463
USA,California,1936,128,201
USA,Texas,1052,128,700
USA,Florida,1183,128,986
USA,Alaska,1370,128,663
USA,Hawaii,1745,128,982
USA,Virginia,1610,128,677
Canada,Alberta,1108,148,436
Canada,British Columbia,1690,148,285
Canada,New Brunswick,1996,148,526
Canada,Ontario,1752,148,709
Canada,Nova Scotia,1778,148,886
Japan,Hokkaido,1246,165,790
Japan,Tohoku,1252,165,474
Japan,Kanto,1478,165,722
Japan,Chubu,1731,165,685
Japan,Kinki,1564,165,612
Japan,Chugoku,1463,165,414
Australia,New South Wales,1346,130,220
Australia,Victoria,1721,130,576
Australia,Queensland,1586,130,385
Australia,Western Australia,1409,130,404
Australia,South Australia,1700,130,676
Australia,Tasmania,1881,130,45
USA,California,1936,128,2
USA,Texas,1052,128,14
USA,Florida,1183,128,167
USA,Alaska,1370,128,222
USA,Hawaii,1745,128,497
USA,Virginia,1610,128,911
Canada,Alberta,1108,148,714
Canada,British Columbia,1690,148,474
Canada,New Brunswick,1996,148,88
Canada,Ontario,1752,148,77
Canada,Nova Scotia,1778,148,796
Japan,Hokkaido,1246,165,8
Japan,Tohoku,1252,165,49
Japan,Kanto,1478,165,262
Japan,Chubu,1731,165,957
Japan,Kinki,1564,165,685
Japan,Chugoku,1463,165,314
Australia,New South Wales,1346,130,980
Australia,Victoria,1721,130,86
Australia,Queensland,1586,130,727
Australia,Western Australia,1409,130,273
Australia,South Australia,1700,130,200
Australia,Tasmania,1881,130,551
India,Kerala,1846,147,243
India,Bangalore,1372,147,930
India,Delhi,1829,147,236
India,Hyderabad,1161,147,239
India,Punjab,1149,147,746
India,Pune,1937,147,350
China,Hainan,1692,165,476
China,Gansu,1121,165,593
China,Shichugan,1220,165,499
China,Fujian,1046,165,876
China,Liaonin,1537,165,743
China,Chethua,1661,165,986
Japan,Hokkaido,1246,165,817
Japan,Tohoku,1252,165,555
Japan,Kanto,1478,165,16
Japan,Chubu,1731,165,997
Japan,Kinki,1564,165,686
Japan,Chugoku,1463,165,797
Australia,New South Wales,1346,130,337
Australia,Victoria,1721,130,117
Australia,Queensland,1586,130,72
Australia,Western Australia,1409,130,562
Australia,South Australia,1700,130,741
Australia,Tasmania,1881,130,448
India,Kerala,1846,147,960
India,Bangalore,1372,147,810
India,Delhi,1829,147,628
India,Hyderabad,1161,147,485
India,Punjab,1149,147,696
India,Pune,1937,147,945
China,Hainan,1692,165,151
China,Gansu,1121,165,190
China,Shichugan,1220,165,710
China,Fujian,1046,165,118
China,Liaonin,1537,165,100
China,Chethua,1661,165,508
USA,California,1936,128,586
USA,Texas,1052,128,877
USA,Florida,1183,128,896
USA,Alaska,1370,128,25
USA,Hawaii,1745,128,388
USA,Virginia,1610,128,996
Canada,Alberta,1108,148,598
Canada,British Columbia,1690,148,782
Canada,New Brunswick,1996,148,738
Canada,Ontario,1752,148,450
Canada,Nova Scotia,1778,148,809
Japan,Hokkaido,1246,165,304
Japan,Tohoku,1252,165,157
Japan,Kanto,1478,165,935
Japan,Chubu,1731,165,786
Japan,Kinki,1564,165,165
Japan,Chugoku,1463,165,208
Australia,New South Wales,1346,130,351
Australia,Victoria,1721,130,113
Australia,Queensland,1586,130,98
Australia,Western Australia,1409,130,264
Australia,South Australia,1700,130,629
Australia,Tasmania,1881,130,306
India,Kerala,1846,147,184
India,Bangalore,1372,147,387
India,Delhi,1829,147,450
India,Hyderabad,1161,147,392
India,Punjab,1149,147,858
India,Pune,1937,147,642
China,Hainan,1692,165,297
China,Gansu,1121,165,117
China,Shichugan,1220,165,597
China,Fujian,1046,165,457
China,Liaonin,1537,165,531
China,Chethua,1661,165,473
USA,California,1936,128,880
USA,Texas,1052,128,936
USA,Florida,1183,128,755
USA,Alaska,1370,128,687
USA,Hawaii,1745,128,222
USA,Virginia,1610,128,847
Canada,Alberta,1108,148,205
Canada,British Columbia,1690,148,145
Canada,New Brunswick,1996,148,841
Canada,Ontario,1752,148,730
Canada,Nova Scotia,1778,148,209
China,Hainan,1692,165,753
China,Gansu,1121,165,590
China,Shichugan,1220,165,686
China,Fujian,1046,165,831
China,Liaonin,1537,165,558
China,Chethua,1661,165,429
USA,California,1936,128,666
USA,Texas,1052,128,1
USA,Florida,1183,128,451
USA,Alaska,1370,128,245
USA,Hawaii,1745,128,959
USA,Virginia,1610,128,903
Canada,Alberta,1108,148,637
Canada,British Columbia,1690,148,849
Canada,New Brunswick,1996,148,345
Canada,Ontario,1752,148,219
Canada,Nova Scotia,1778,148,445
Japan,Hokkaido,1246,165,985
Japan,Tohoku,1252,165,642
Japan,Kanto,1478,165,869
Japan,Chubu,1731,165,123
Japan,Kinki,1564,165,30
Japan,Chugoku,1463,165,89
Australia,New South Wales,1346,130,6
Australia,Victoria,1721,130,696
Australia,Queensland,1586,130,211
Australia,Western Australia,1409,130,541
Australia,South Australia,1700,130,897
Australia,Tasmania,1881,130,89
India,Kerala,1846,147,194
India,Bangalore,1372,147,299
India,Delhi,1829,147,152
India,Hyderabad,1161,147,355
India,Punjab,1149,147,422
India,Pune,1937,147,33
Canada,Alberta,1108,148,893
Canada,British Columbia,1690,148,303
Canada,New Brunswick,1996,148,618
Canada,Ontario,1752,148,769
Canada,Nova Scotia,1778,148,216
Japan,Hokkaido,1246,165,953
Japan,Tohoku,1252,165,883
Japan,Kanto,1478,165,490
Japan,Chubu,1731,165,20
Japan,Kinki,1564,165,105
Japan,Chugoku,1463,165,999
Australia,New South Wales,1346,130,455
Australia,Victoria,1721,130,214
Australia,Queensland,1586,130,474
Australia,Western Australia,1409,130,680
Australia,South Australia,1700,130,774
Australia,Tasmania,1881,130,141
India,Kerala,1846,147,465
India,Bangalore,1372,147,374
India,Delhi,1829,147,489
India,Hyderabad,1161,147,721
India,Punjab,1149,147,805
India,Pune,1937,147,239
China,Hainan,1692,165,941
China,Gansu,1121,165,751
China,Shichugan,1220,165,31
China,Fujian,1046,165,377
China,Liaonin,1537,165,444
China,Chethua,1661,165,820
USA,California,1936,128,675
USA,Texas,1052,128,316
USA,Florida,1183,128,720
USA,Alaska,1370,128,248
USA,Hawaii,1745,128,105
USA,Virginia,1610,128,293
Japan,Hokkaido,1246,165,729
Japan,Tohoku,1252,165,330
Japan,Kanto,1478,165,447
Japan,Chubu,1731,165,52
Japan,Kinki,1564,165,368
Japan,Chugoku,1463,165,263
Australia,New South Wales,1346,130,34
Australia,Victoria,1721,130,227
Australia,Queensland,1586,130,736
Australia,Western Australia,1409,130,190
Australia,South Australia,1700,130,932
Australia,Tasmania,1881,130,224
India,Kerala,1846,147,597
India,Bangalore,1372,147,983
India,Delhi,1829,147,847
India,Hyderabad,1161,147,538
India,Punjab,1149,147,335
India,Pune,1937,147,294
China,Hainan,1692,165,6
China,Gansu,1121,165,302
China,Shichugan,1220,165,913
China,Fujian,1046,165,904
China,Liaonin,1537,165,993
China,Chethua,1661,165,605
USA,California,1936,128,36
USA,Texas,1052,128,119
USA,Florida,1183,128,285
USA,Alaska,1370,128,284
USA,Hawaii,1745,128,523
USA,Virginia,1610,128,721
Canada,Alberta,1108,148,885
Canada,British Columbia,1690,148,59
Canada,New Brunswick,1996,148,194
Canada,Ontario,1752,148,220
Canada,Nova Scotia,1778,148,70
China,Hainan,1692,165,131
China,Gansu,1121,165,576
China,Shichugan,1220,165,210
China,Fujian,1046,165,190
China,Liaonin,1537,165,616
China,Chethua,1661,165,934
USA,California,1936,128,792
USA,Texas,1052,128,254
USA,Florida,1183,128,564
USA,Alaska,1370,128,757
USA,Hawaii,1745,128,55
USA,Virginia,1610,128,307
Canada,Alberta,1108,148,93
Canada,British Columbia,1690,148,261
Canada,New Brunswick,1996,148,37
Canada,Ontario,1752,148,336
Canada,Nova Scotia,1778,148,370
Japan,Hokkaido,1246,165,573
Japan,Tohoku,1252,165,101
Japan,Kanto,1478,165,152
Japan,Chubu,1731,165,888
Japan,Kinki,1564,165,228
Japan,Chugoku,1463,165,570
Australia,New South Wales,1346,130,82
Australia,Victoria,1721,130,112
Australia,Queensland,1586,130,426
Australia,Western Australia,1409,130,605
Australia,South Australia,1700,130,287
Australia,Tasmania,1881,130,681
India,Kerala,1846,147,633
India,Bangalore,1372,147,693
India,Delhi,1829,147,165
India,Hyderabad,1161,147,985
India,Punjab,1149,147,276
India,Pune,1937,147,412
Australia,New South Wales,1346,130,718
Australia,Victoria,1721,130,273
Australia,Queensland,1586,130,167
Australia,Western Australia,1409,130,323
Australia,South Australia,1700,130,897
Australia,Tasmania,1881,130,107
India,Kerala,1846,147,341
India,Bangalore,1372,147,143
India,Delhi,1829,147,569
India,Hyderabad,1161,147,866
India,Punjab,1149,147,148
India,Pune,1937,147,124
China,Hainan,1692,165,288
China,Gansu,1121,165,289
China,Shichugan,1220,165,144
China,Fujian,1046,165,295
China,Liaonin,1537,165,53
China,Chethua,1661,165,40
USA,California,1936,128,698
USA,Texas,1052,128,136
USA,Florida,1183,128,938
USA,Alaska,1370,128,579
USA,Hawaii,1745,128,362
USA,Virginia,1610,128,823
Canada,Alberta,1108,148,914
Canada,British Columbia,1690,148,738
Canada,New Brunswick,1996,148,480
Canada,Ontario,1752,148,915
Canada,Nova Scotia,1778,148,257
Japan,Hokkaido,1246,165,182
Japan,Tohoku,1252,165,926
Japan,Kanto,1478,165,431
Japan,Chubu,1731,165,151
Japan,Kinki,1564,165,306
Japan,Chugoku,1463,165,229
India,Kerala,1846,147,998
India,Bangalore,1372,147,432
India,Delhi,1829,147,504
India,Hyderabad,1161,147,21
India,Punjab,1149,147,715
India,Pune,1937,147,738
China,Hainan,1692,165,945
China,Gansu,1121,165,228
China,Shichugan,1220,165,294
China,Fujian,1046,165,477
China,Liaonin,1537,165,578
China,Chethua,1661,165,186
USA,California,1936,128,858
USA,Texas,1052,128,675
USA,Florida,1183,128,563
USA,Alaska,1370,128,387
USA,Hawaii,1745,128,843
USA,Virginia,1610,128,652
Canada,Alberta,1108,148,779
Canada,British Columbia,1690,148,91
Canada,New Brunswick,1996,148,945
Canada,Ontario,1752,148,169
Canada,Nova Scotia,1778,148,430
Japan,Hokkaido,1246,165,620
Japan,Tohoku,1252,165,966
Japan,Kanto,1478,165,690
Japan,Chubu,1731,165,929
Japan,Kinki,1564,165,420
Japan,Chugoku,1463,165,942
Australia,New South Wales,1346,130,960
Australia,Victoria,1721,130,375
Australia,Queensland,1586,130,800
Australia,Western Australia,1409,130,248
Australia,South Australia,1700,130,100
Australia,Tasmania,1881,130,367
India,Kerala,1846,147,495
India,Bangalore,1372,147,774
India,Delhi,1829,147,576
India,Hyderabad,1161,147,637
India,Punjab,1149,147,816
India,Pune,1937,147,674
China,Hainan,1692,165,944
China,Gansu,1121,165,114
China,Shichugan,1220,165,789
China,Fujian,1046,165,271
China,Liaonin,1537,165,878
China,Chethua,1661,165,173
USA,California,1936,128,448
USA,Texas,1052,128,754
USA,Florida,1183,128,119
USA,Alaska,1370,128,686
USA,Hawaii,1745,128,298
USA,Virginia,1610,128,789
Canada,Alberta,1108,148,245
Canada,British Columbia,1690,148,678
Canada,New Brunswick,1996,148,295
Canada,Ontario,1752,148,719
Canada,Nova Scotia,1778,148,578
Japan,Hokkaido,1246,165,211
Japan,Tohoku,1252,165,135
Japan,Kanto,1478,165,869
Japan,Chubu,1731,165,981
Japan,Kinki,1564,165,950
Japan,Chugoku,1463,165,138
Australia,New South Wales,1346,130,404
Australia,Victoria,1721,130,315
Australia,Queensland,1586,130,187
Australia,Western Australia,1409,130,648
Australia,South Australia,1700,130,428
Australia,Tasmania,1881,130,861
Japan,Hokkaido,1246,165,229
Japan,Tohoku,1252,165,493
Japan,Kanto,1478,165,961
Japan,Chubu,1731,165,779
Japan,Kinki,1564,165,834
Japan,Chugoku,1463,165,927
Australia,New South Wales,1346,130,335
Australia,Victoria,1721,130,53
Australia,Queensland,1586,130,402
Australia,Western Australia,1409,130,347
Australia,South Australia,1700,130,862
Australia,Tasmania,1881,130,753
India,Kerala,1846,147,472
India,Bangalore,1372,147,603
India,Delhi,1829,147,432
India,Hyderabad,1161,147,389
India,Punjab,1149,147,331
India,Pune,1937,147,533
China,Hainan,1692,165,76
China,Gansu,1121,165,659
China,Shichugan,1220,165,798
China,Fujian,1046,165,624
China,Liaonin,1537,165,21
China,Chethua,1661,165,806
USA,California,1936,128,645
USA,Texas,1052,128,790
USA,Florida,1183,128,923
USA,Alaska,1370,128,866
USA,Hawaii,1745,128,502
USA,Virginia,1610,128,129
Canada,Alberta,1108,148,951
Canada,British Columbia,1690,148,571
Canada,New Brunswick,1996,148,111
Canada,Ontario,1752,148,821
Canada,Nova Scotia,1778,148,494
India,Kerala,1846,147,648
India,Bangalore,1372,147,548
India,Delhi,1829,147,195
India,Hyderabad,1161,147,655
India,Punjab,1149,147,759
India,Pune,1937,147,376
China,Hainan,1692,165,258
China,Gansu,1121,165,117
China,Shichugan,1220,165,601
China,Fujian,1046,165,836
China,Liaonin,1537,165,159
China,Chethua,1661,165,542
USA,California,1936,128,301
USA,Texas,1052,128,965
USA,Florida,1183,128,937
USA,Alaska,1370,128,798
USA,Hawaii,1745,128,782
USA,Virginia,1610,128,277
Canada,Alberta,1108,148,345
Canada,British Columbia,1690,148,471
Canada,New Brunswick,1996,148,94
Canada,Ontario,1752,148,728
Canada,Nova Scotia,1778,148,897
Japan,Hokkaido,1246,165,288
Japan,Tohoku,1252,165,949
Japan,Kanto,1478,165,547
Japan,Chubu,1731,165,707
Japan,Kinki,1564,165,697
Japan,Chugoku,1463,165,832
Australia,New South Wales,1346,130,981
Australia,Victoria,1721,130,76
Australia,Queensland,1586,130,774
Australia,Western Australia,1409,130,615
Australia,South Australia,1700,130,895
Australia,Tasmania,1881,130,396
Japan,Hokkaido,1246,165,258
Japan,Tohoku,1252,165,857
Japan,Kanto,1478,165,769
Japan,Chubu,1731,165,736
Japan,Kinki,1564,165,129
Japan,Chugoku,1463,165,87
Australia,New South Wales,1346,130,289
Australia,Victoria,1721,130,97
Australia,Queensland,1586,130,253
Australia,Western Australia,1409,130,666
Australia,South Australia,1700,130,946
Australia,Tasmania,1881,130,32
India,Kerala,1846,147,25
India,Bangalore,1372,147,309
India,Delhi,1829,147,668
India,Hyderabad,1161,147,201
India,Punjab,1149,147,656
India,Pune,1937,147,169
China,Hainan,1692,165,72
China,Gansu,1121,165,671
China,Shichugan,1220,165,837
China,Fujian,1046,165,830
China,Liaonin,1537,165,913
China,Chethua,1661,165,606
USA,California,1936,128,383
USA,Texas,1052,128,580
